施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
2400,長田庄山地域福祉センター,653-0853,長田区庄山町2-1-6,,078-641-9977,,34.662441,135.135894,長田区,市民活動
2401,丸山地域福祉センター,653-0875,長田区丸山町2-3-50,神戸市総合療育センター内,078-631-2761,,34.683143,135.140162,長田区,市民活動
2402,池田地域福祉センター,653-0831,長田区蓮宮通4-11,,078-631-7960,,34.666457,135.145229,長田区,市民活動
2403,名倉地域福祉センター,653-0000,長田区房王寺4-7-15,名倉小学校内,078-642-4166,,34.679856,135.148076,長田区,市民活動
2404,二葉地域福祉センター,653-0042,長田区二葉町6-5-1,,078-691-5988,,34.652355,135.147272,長田区,市民活動
2405,長楽地域福祉センター,653-0052,長田区海運町7-1-23,,078-734-1131,,34.648575,135.142038,長田区,市民活動
2406,高倉台地域福祉センター,654-0081,須磨区高倉台4-1-4,,078-735-5632,,34.65713,135.105358,須磨区,市民活動
2407,南須磨地域福祉センター,654-0045,須磨区松風町5-2-1,,078-733-0980,,34.647038,135.126769,須磨区,市民活動
2408,多井畑地域福祉センター,654-0133,須磨区多井畑字筋替道21-3,,078-741-8979,,34.660768,135.093506,須磨区,市民活動
2409,神の谷地域福祉センター,654-0162,須磨区神の谷5-2-1,,078-795-1344,,34.689438,135.085121,須磨区,市民活動
2410,西落合地域福祉センター,654-0155,須磨区西落合5-13-20,,078-791-3880,,34.681768,135.086451,須磨区,市民活動
2411,須磨の浦地域福祉センター,654-0072,須磨区千守町1-1-20,,078-733-9857,,34.644161,135.114543,須磨区,市民活動
2412,白川台地域福祉センター,654-0103,須磨区白川台7-3-8,,078-794-0740,,34.695714,135.101697,須磨区,市民活動
2413,菅の台地域福祉センター,654-0143,須磨区菅の台4-5,,078-791-2888,,34.67287,135.085377,須磨区,市民活動
2414,板宿地域福祉センター,654-0001,須磨区禅昌寺町2-1-5,,078-732-4155,,34.668218,135.128645,須磨区,市民活動
2415,滝が台地域福祉センター,654-0141,須磨区竜が台5-20,,078-793-4030,,34.675063,135.089216,須磨区,市民活動
2416,妙法寺地域福祉センター,654-0121,須磨区妙法寺字桜ノ界地106-1,,078-742-0194,,34.675716,135.117274,須磨区,市民活動
2417,松尾地域福祉センター,654-0151,須磨区北落合3-2-1,,078-794-0280,,34.68846,135.090739,須磨区,市民活動
2418,東落合地域福祉センター,654-0152,須磨区東落合3-33-12,,078-791-0005,,34.686471,135.102677,須磨区,市民活動
2419,南落合地域福祉センター,654-0153,須磨区南落合3-11-2,,078-794-5314,,34.677276,135.102343,須磨区,市民活動
2420,大黒地域福祉センター,654-0022,須磨区大黒町2-2-12,,078-735-2008,,34.65988,135.134933,須磨区,市民活動
2421,横尾地域福祉センター,654-0131,須磨区横尾2-1-1,,078-741-2004,,34.671759,135.113088,須磨区,市民活動
2422,東須磨地域福祉センター,654-0014,須磨区若木町3-5-9,,078-732-8957,,34.656005,135.124529,須磨区,市民活動
2423,若草地域福祉センター,654-0112,須磨区若草町3-14-9,,078-743-6166,,34.690146,135.112065,須磨区,市民活動
2424,花谷地域福祉センター,654-0154,須磨区中落合1-1-25,,078-791-1400,,34.677838,135.097836,須磨区,市民活動
2425,桃山台地域福祉センター,655-0854,垂水区桃山台3-25,,078-753-6613,,34.656401,135.081142,垂水区,市民活動
2426,霞ヶ丘地域福祉センター,655-0035,垂水区五色山4-15-8,,078-709-8080,,34.631068,135.044033,垂水区,市民活動
2427,塩屋地域福祉センター,655-0872,垂水区塩屋町4-3-9,,078-752-7988,,34.634499,135.081828,垂水区,市民活動
2428,つつじが丘地域福祉センター,655-0853,垂水区つつじが丘4-6-7,,078-707-5840,,34.659026,135.074814,垂水区,市民活動
2429,高丸地域福祉センター,655-0895,垂水区坂上5-1-2,,078-752-7930,,34.63304,135.060835,垂水区,市民活動
2430,神陵台地域福祉センター,655-0043,垂水区南多聞台1-8-8,,078-785-7224,,34.657151,135.032768,垂水区,市民活動
2431,舞子地域福祉センター,655-0048,垂水区西舞子7-30-1,,078-782-4090,,34.646014,135.027758,垂水区,市民活動
2432,多聞東地域福祉センター,655-0004,垂水区学が丘4-3-7,,078-784-8210,,34.659301,135.053513,垂水区,市民活動
2433,上高丸地域福祉センター,655-0011,垂水区千鳥が丘3-20-15,,078-707-9836,,34.645599,135.057894,垂水区,市民活動
2434,多聞台地域福祉センター,655-0007,垂水区多聞台4-14-9,,078-785-7030,,34.661206,135.043133,垂水区,市民活動
2435,西高丸地域福祉センター,655-0016,垂水区高丸6-3-1,,078-706-5702,,34.638315,135.055752,垂水区,市民活動
2436,西脇地域福祉センター,655-0006,垂水区本多聞1-5-4,,078-785-2524,,34.652569,135.038871,垂水区,市民活動
2437,多聞南地域福祉センター,655-0006,垂水区本多聞6-8-12,,078-785-2558,,34.651162,135.045343,垂水区,市民活動
2438,垂水地域福祉センター,655-0892,垂水区平磯1-2-5,垂水年金会館内,078-753-4193,,34.628091,135.058991,垂水区,市民活動
2439,小束山地域福祉センター,655-0004,垂水区学が丘7-1-29,,078-784-0693,,34.662043,135.05901,垂水区,市民活動
2440,狩口台地域福祉センター,655-0049,垂水区狩口台2-31-1,,078-782-6320,,34.651818,135.028154,垂水区,市民活動
2441,東垂水地域福祉センター,655-0883,垂水区王居殿2-5-25,,078-753-6002,,34.635214,135.07088,垂水区,市民活動
2442,本多聞地域福祉センター,655-0006,垂水区本多聞4-1-2,,078-781-8802,,34.657579,135.05083,垂水区,市民活動
2443,千代が丘地域福祉センター,655-0033,垂水区旭が丘3-12-3,,078-708-7228,,34.637869,135.049817,垂水区,市民活動
2444,星陵台地域福祉センター,655-0038,垂水区星陵台7-5-3,,078-783-8988,,34.642914,135.045761,垂水区,市民活動
2445,名谷地域福祉センター,655-0852,垂水区名谷町字中坊487-3,,078-708-4345,,34.650572,135.068838,垂水区,市民活動
2446,福田地域福祉センター,655-0882,垂水区乙木3-3-2,,078-753-2255,,34.641437,135.067131,垂水区,市民活動
2447,塩屋北地域福祉センター,655-0863,垂水区塩屋北町1-11-3,,078-753-8648,,34.647561,135.084109,垂水区,市民活動
2448,乙木地域福祉センター,655-0874,垂水区美山台1-9-40,,078-752-9218,,34.638595,135.069676,垂水区,市民活動
2449,神出地域福祉センター,651-2313,西区神出町田井34-2,,078-203-4275,,34.74628,134.989895,西区,市民活動
2450,学園西町地域福祉センター,651-2103,西区学園西町5-2-3,,078-792-9572,,34.682921,135.055484,西区,市民活動
2451,高和地域福祉センター,651-2204,西区押部谷町高和774,,078-994-9083,,34.740961,135.013667,西区,市民活動
2452,春日台地域福祉センター,651-2276,西区春日台4-5,,078-961-4888,,34.707303,134.995717,西区,市民活動
2453,糀台地域福祉センター,651-2273,西区糀台3-32-6,,078-992-4178,,34.718847,135.023869,西区,市民活動
2454,枝吉地域福祉センター,651-2133,西区枝吉4-48-4,,078-203-1474,,34.668113,134.975589,西区,市民活動
2455,平野地域福祉センター,651-2265,西区平野町宮前148,,078-961-2001,,34.709088,134.983601,西区,市民活動
2456,狩場台地域福祉センター,651-2272,西区狩場台3-6-2,,078-992-8408,,34.722944,135.031639,西区,市民活動
2457,竹の台地域福祉センター,651-2274,西区竹の台2-20-1,,078-992-6889,,34.711531,135.011846,西区,市民活動
2458,学園東地域福祉センター,651-2102,西区学園東町5-4,,078-795-3581,,34.684038,135.065462,西区,市民活動
2459,出合地域福祉センター,651-2135,西区王塚台5-73,,078-927-1201,,34.674971,134.976591,西区,市民活動
2460,岩岡第2地域福祉センター,651-2412,西区竜が丘2-15-12,,078-967-0083,,34.710953,134.934417,西区,市民活動
2461,桜が丘地域福祉センター,651-2225,西区桜が丘東町1-3-1,,078-995-2298,,34.751347,135.058633,西区,市民活動
2462,樫野台地域福祉センター,651-2275,西区樫野台5-4-2,,078-991-9922,,34.708442,135.002399,西区,市民活動
2463,美賀多台地域福祉センター,651-2277,西区美賀多台3-13-4,,078-961-6392,,34.717416,135.005641,西区,市民活動
2464,玉津地域福祉センター,651-2137,西区玉津町出合204-4,,078-925-3253,,34.674829,134.981946,西区,市民活動
2465,北山地域福祉センター,651-2215,西区北山台3-26-1,,078-994-1195,,34.762465,135.031419,西区,市民活動
2466,櫨谷地域福祉センター,651-2235,西区櫨谷町長谷75,,078-997-0412,,34.705941,135.019771,西区,市民活動
2467,岩岡第1地域福祉センター,651-2401,西区岩岡町岩岡922-1,,078-967-0005,,34.72063,134.94776,西区,市民活動
2468,月が丘地域福祉センター,651-2217,西区月が丘5-1-12,,078-995-1195,,34.759965,135.04988,西区,市民活動
2469,井吹東地域福祉センター,651-2242,西区井吹台東町4-21-2,,078-996-3569,,34.703332,135.041478,西区,市民活動
2470,高津橋地域福祉センター,651-2122,西区玉津町高津橋188,,078-914-6336,,34.669904,134.99259,西区,市民活動
2471,井吹西地域福祉センター,651-2243,西区井吹台西町4-4,,078-996-3006,,34.692287,135.022509,西区,市民活動
2472,押部谷地域福祉センター,651-2202,西区押部谷町西盛字老之本313,,078-995-3346,,34.753762,135.03359,西区,市民活動
2473,伊川谷地域福祉センター,651-2115,西区伊川谷町別府1337-1,,078-976-5445,,34.676298,135.020043,西区,市民活動
2474,有瀬地域福祉センター,651-2113,西区伊川谷町有瀬1137-30,,078-976-5007,,34.665176,135.019449,西区,市民活動
2475,長坂地域福祉センター,651-2113,西区伊川谷町有瀬603-2,,078-976-9373,,34.664018,135.023966,西区,市民活動
2476,太山寺地域福祉センター,651-2109,西区前開南町2-1-20,,078-975-6562,,34.686045,135.047326,西区,市民活動
3191,深江南地域福祉センター,658-0022,神戸市東灘区深江南町3-4-24,,078-453-1313,078-453-1313,34.721925,135.296099,東灘区,市民活動
2482,あすてっぷKOBE(男女共同参画センター),650-0016,中央区橘通3-4-3,,078-361-6977,078-361-6477,34.681848,135.174119,中央区,人権・男女共同参画
2483,神戸婦人大学,650-0016,中央区橘通3-4-3,「あすてっぷKOBE」(神戸市男女共同参画センター)3階,078-361-7138,078-361-7165,34.681832,135.174126,中央区,人権・男女共同参画
2484,東灘区ボランティアセンター,658-8570,東灘区住吉東町5-2-1,東灘区役所1階15番窓口,078-841-6941,078-841-7999,34.72027,135.265444,東灘区,人権・男女共同参画
2485,灘区ボランティアセンター,657-8570,灘区桜口町4-2-1,灘区役所6階,078-843-7040,078-843-7077,34.712348,135.239685,灘区,人権・男女共同参画
2486,中央区ボランティアセンター,651-8570,中央区雲井通5-1-1,中央区役所5階,078-232-1447,078-232-1244,34.695102,135.197783,中央区,人権・男女共同参画
2487,兵庫区ボランティアセンター,652-8570,兵庫区荒田町1-21-1,兵庫区役所3階,078-579-3304,078-574-5771,34.680611,135.165258,兵庫区,人権・男女共同参画
2488,北区ボランティアセンター,651-1195,北区鈴蘭台西町1-25-1,北区役所2階,078-593-9910,078-593-9822,34.727253,135.144387,北区,人権・男女共同参画
2489,長田区ボランティアセンター,653-8570,長田区北町3-4-3,長田区総合庁舎4階,078-574-2408,078-574-2427,34.665785,135.150796,長田区,人権・男女共同参画
2490,須磨区ボランティアセンター,654-8570,須磨区中島町1-1-1,須磨区役所内,078-731-8922,078-733-2533,34.650361,135.130231,須磨区,人権・男女共同参画
2491,垂水区ボランティアセンター,655-8570,垂水区日向1-5-1,垂水区役所内,078-709-1333,078-709-1332,34.63028,135.056872,垂水区,人権・男女共同参画
2492,西区ボランティアセンター,651-2195,西区玉津町小山180-3,西区総合庁舎4階,078-929-0047,078-924-0084,34.683358,134.981646,西区,人権・男女共同参画
2493,神戸市社会福祉協議会ボランティア情報センター,651-0086,中央区磯上通3-1-32,こうべ市民福祉交流センター内,078-271-5314,078-271-5366,34.69283,135.20178,中央区,人権・男女共同参画
295,垂水勤労市民センター,655-0893,垂水区日向1-5-1,,078-708-8901,,34.63028,135.056872,垂水区,生涯学習
2242,健康ライフプラザ,652-0897,兵庫区駅南通5-1-2-300,,078-652-5202,078-652-5211,34.66736,135.16455,兵庫区,生涯学習
2243,市民活動総合支援拠点,651-0076,中央区吾妻通4-1-6,,078-230-8511,,34.698377,135.20453,中央区,生涯学習
2252,神戸アジア交流プラザ,653-0835,長田区細田町7-1-9,シューズプラザ4階,078-646-7100,078-646-7200,34.659205,135.144596,長田区,生涯学習
2253,コミスタこうべ(生涯学習支援センター),651-0076,中央区吾妻通4-1-6,,078-251-4731,078-251-4733,34.698377,135.20453,中央区,生涯学習
2254,大学共同利用施設「UNITY」,651-2103,西区学園西町1-1-1,ユニバープラザ2階,078-794-4970,078-794-4910,34.680982,135.057415,西区,生涯学習
2255,神戸国際会議場,650-0046,中央区港島中町6-9-1,,078-302-5200,078-302-6485,34.666244,135.213008,中央区,生涯学習
2256,神戸国際展示場,650-0046,中央区港島中町6-11-1,,078-302-1020,078-302-1870,34.663694,135.212627,中央区,生涯学習
2257,神戸ポートアイランドホール(ワールド記念ホール),650-0046,中央区港島中町6-12-2,,078-302-8781,078-303-4006,34.664022,135.209933,中央区,生涯学習
2258,神戸サンボーホール,651-0083,中央区浜辺通5-1-32,,078-251-3551,,34.688661,135.199355,中央区,生涯学習
2259,ポートアイランド市民広場,650-0046,中央区港島中町6-9-2,,078-303-0451,,34.666244,135.213008,中央区,生涯学習
2260,サンパル市民ギャラリー,651-0096,中央区雲井通5-3-1,サンパル管理事務所,078-231-1199,,34.695549,135.197266,中央区,生涯学習
2261,こうべまちづくり会館ギャラリー&ホール&会議室,650-0022,中央区元町通4-2-14,,078-361-4523,078-361-4546,34.686117,135.182879,中央区,生涯学習
2262,文書館,651-0056,中央区熊内町1-8-21,,078-232-3437,078-232-3840,34.708106,135.202316,中央区,生涯学習
2263,東灘区民センター・うはらホール,658-0052,東灘区住吉東町5-1-16,,078-822-8333,078-822-8181,34.719312,135.263182,東灘区,生涯学習
2264,東灘区民センター小ホール,658-0083,東灘区魚崎中町4-3-16,,078-453-0151,078-451-5840,34.713959,135.271377,東灘区,生涯学習
2265,六甲道勤労市民センター,657-0038,灘区深田町4-1-39,,078-841-1711,078-802-9811,34.714803,135.239226,灘区,生涯学習
2266,灘区民ホール,657-0832,灘区岸地通1-1-1,,078-502-8555,,34.713581,135.228147,灘区,生涯学習
2268,葺合文化センター,651-0068,中央区旗塚通4-4-1,,078-241-0414,078-261-0366,34.70439,135.201924,中央区,生涯学習
2269,勤労会館,651-0096,中央区雲井通5-1-2,,078-232-1881,078-232-1876,34.694896,135.197328,中央区,生涯学習
2270,青少年会館,651-0096,中央区雲井通5-1-2,,078-232-4455,,34.694896,135.197328,中央区,生涯学習
2271,生田文化会館,650-0004,中央区中山手通6-1-40,,078-282-0861,078-361-4115,34.691133,135.181268,中央区,生涯学習
2272,神戸文化ホール,650-0017,中央区楠町4-2-2,,078-351-3535,078-351-3121,34.683825,135.172891,中央区,生涯学習
2273,フィッシュダンス音楽練習場,650-0042,中央区波止場町2-3,,078-327-8984,,34.684264,135.189609,中央区,生涯学習
2274,神戸アートビレッジセンター,652-0811,兵庫区新開地5-3-14,,078-512-5500,078-512-5356,34.676209,135.173716,兵庫区,生涯学習
2275,北区民センター,651-1114,北区鈴蘭台西町1-22-1,,078-593-1150,078-593-0014,34.727259,135.143959,北区,生涯学習
2276,北区民センター(すずらんホール),651-1114,北区鈴蘭台西町1-26-1,,078-594-2711,078-594-2711,34.726575,135.145034,北区,生涯学習
2277,兵庫勤労市民センター,652-0805,兵庫区羽坂通4-1-1,,078-576-0981,,34.669182,135.165116,兵庫区,生涯学習
2278,神戸セミナーハウス,651-1503,北区道場町生野字ロクゴ318-2,,078-985-4391,,34.851444,135.243747,北区,生涯学習
2279,新長田勤労市民センター,653-0038,長田区若松町5-5-1,,078-643-2431,,34.656408,135.144344,長田区,生涯学習
2280,新長田勤労市民センター(別館)ピフレホール,653-0038,長田区若松町4-2-15,,078-621-1120,,34.656808,135.145713,長田区,生涯学習
2281,丸山コミュニティ・センター,653-0874,長田区西丸山町1-7-5,,078-642-3447,,34.686016,135.141071,長田区,生涯学習
2282,須磨区民センター,654-0035,須磨区中島町1-2-3,,078-735-7641,078-735-7644,34.650914,135.129328,須磨区,生涯学習
2283,北須磨文化センター,654-0154,須磨区中落合3-1-2,,078-791-0840,,34.683968,135.095303,須磨区,生涯学習
2284,リバティホール,651-2103,西区学園西町1-4,,078-793-6600,,34.682854,135.057426,西区,生涯学習
2285,セリオホール,651-2242,西区井吹台東町1-1,,078-992-8888,078-992-8856,34.700168,135.030748,西区,生涯学習
2286,プレンティホール,651-2273,西区糀台5-2-3,,078-992-0500,078-992-0550,34.719351,135.019506,西区,生涯学習
2287,御影公会堂,658-0045,東灘区御影石町4-4-1,,078-841-2281,078-841-2282,34.716075,135.249276,東灘区,生涯学習
2288,住之江公民館,658-0053,東灘区住吉宮町2-2-3,,078-822-1300,,34.713992,135.26365,東灘区,生涯学習
2289,葺合公民館,651-0081,中央区真砂通2-1-1,,078-232-4026,,34.694983,135.204532,中央区,生涯学習
2290,清風公民館,650-0017,中央区楠町8-10-3,,078-371-3319,,34.686491,135.174374,中央区,生涯学習
2291,長田公民館,653-0004,長田区四番町4-51,,078-575-1374,,34.66977,135.154509,長田区,生涯学習
2292,南須磨公民館,654-0038,須磨区青葉町2-2-3,,078-735-2770,,34.648808,135.133306,須磨区,生涯学習
2293,東垂水公民館,655-0886,垂水区東垂水1-1-1,,078-753-5025,,34.636887,135.068515,垂水区,生涯学習
2294,玉津南公民館,651-2126,西区玉津町上池314,,078-914-4300,,34.660247,134.990815,西区,生涯学習
3154,神戸市立地域人材支援センター,653-0042,神戸市長田区二葉町7-1-18,,078-646-8128,078-646-8138,34.651772,135.146263,長田区,生涯学習
2494,ユースプラザKOBE・EAST,658-0054,東灘区御影中町3-2-1,御影クラッセ4階,078-891-8222,078-891-8223,34.715631,135.255142,東灘区,青少年育成
2495,ユースプラザKOBE・WEST,654-0154,須磨区中落合2-2-7,須磨パティオ健康館3階,078-794-6868,078-794-6868,34.678363,135.094556,須磨区,青少年育成
2496,ユースステーション垂水,655-0893,垂水区日向1-5-1,レバンテ垂水2番館3階・垂水勤労市民センター内,078-709-7017,078-709-7017,34.63028,135.056872,垂水区,青少年育成
2497,ユースステーション西,651-2273,西区糀台5-6-1,西区民センター内,078-997-0868,078-997-0868,34.718461,135.018906,西区,青少年育成
2498,パティオホール,654-0154,須磨区中落合2-2-7,須磨パティオ健康館3F,078-794-6868,078-794-6868,34.678363,135.094556,須磨区,青少年育成
2499,垂水年金会館,655-0892,垂水区平磯1-2-5,,078-752-4181,,34.628091,135.058991,垂水区,青少年育成
2500,水産会館,655-0892,垂水区平磯3-125-26,,078-707-4626,,34.626754,135.054494,垂水区,青少年育成
2501,西区民センター,651-2273,西区糀台5-6-1,,078-991-8321,078-991-8324,34.717779,135.018931,西区,青少年育成
2502,ユースステーション長田,653-0038,長田区若松町5-5-1,ジョイプラザ3階・新長田勤労市民センター内,078-643-2438,078-643-2438,34.656336,135.144407,長田区,青少年育成
2503,青少年会館,651-0096,中央区雲井通5-1-2,神戸市勤労会館5・6階,078-232-4455,078-242-2161,34.694902,135.1974,中央区,青少年育成
2599,星和台公園,651-1121,北区星和台2-18,,,,34.718308,135.127716,北区,公園
2600,福田が辻公園,651-1221,北区緑町8-6,,,,34.75198,135.152575,北区,公園
2601,鴨谷公園,651-1211,北区小倉台5-6,,,,34.749657,135.168234,北区,公園
2602,鼓ケ滝公園,651-1401,北区有馬町,,,,34.789629,135.245326,北区,公園
2603,泉台公園,651-1141,北区泉台1-14,,,,34.741621,135.143225,北区,公園
2604,箕谷城跡公園,651-1232,北区松が枝町3,,,,34.762451,135.150579,北区,公園
2605,鈴蘭台東町公園,651-1112,北区鈴蘭台東町7-13,,,,34.724807,135.155901,北区,公園
2606,君影緑地,651-1122,北区君影町5-15,,,,34.718295,135.141358,北区,公園
2607,新鈴蘭台公園,651-1122,北区君影町4-11,,,,34.716584,135.141631,北区,公園
2608,足谷東公園,651-1305,北区西山1-14,,,,34.837275,135.218723,北区,公園
2609,星和台緑地,651-1121,北区星和台1,,,,34.718511,135.132083,北区,公園
2610,二郎片山公園,651-1306,北区菖蒲が丘3,,,,34.841651,135.225579,北区,公園
2611,大山公園(北),651-1141,北区泉台4-10,,,,34.741824,135.139657,北区,公園
2612,君影北緑地,651-1122,北区君影町6-5,,,,34.719875,135.141682,北区,公園
2613,端宝寺町公園,651-1401,北区有馬町字,,,,34.795673,135.255378,北区,公園
2614,生野公園,651-1503,北区道場町生野字,,,,34.863239,135.247643,北区,公園
2615,広陵公園,651-1213,北区広陵町2,,,,34.749079,135.159613,北区,公園
2616,中里中公園,651-1103,北区中里町1,,,,34.715962,135.156212,北区,公園
2617,こややま公園,651-1202,北区花山中尾台3-8,,,,34.769749,135.194256,北区,公園
2618,日の峰南公園,651-1233,北区日の峰2,,,,34.756297,135.145767,北区,公園
2619,京地中公園,651-1304,北区京地2-21,,,,34.835462,135.212999,北区,公園
2620,杉尾台公園,651-1146,北区杉尾台2,,,,34.736781,135.139534,北区,公園
2621,籠谷公園,651-1305,北区西山2-16,,,,34.840088,135.222473,北区,公園
2622,桂木南公園,651-1223,北区桂木3,,,,34.748072,135.142596,北区,公園
2623,北夏堀公園,651-1141,北区泉台6-6,,,,34.736182,135.133048,北区,公園
2624,東大池公園,651-1333,北区東大池2-3,,,,34.780659,135.199916,北区,公園
2625,ひこはち公園,651-1202,北区花山中尾台2,,,,34.766455,135.194624,北区,公園
2626,ひよどり台東公園,651-1123,北区ひよどり台4,,,,34.697431,135.127485,北区,公園
2627,鳴子公園,651-1133,北区鳴子3-1,,,,34.724675,135.12718,北区,公園
2628,吉原公園,651-1304,北区京地4,,,,34.83565,135.21116,北区,公園
2629,若葉台公園,651-1143,北区若葉台2-12,,,,34.741507,135.156384,北区,公園
2630,下切公園,651-1121,北区星和台2-50,,,,34.716304,135.130699,北区,公園
2631,道場西公園,651-1505,北区道場町日下部663,,,,34.863143,135.228792,北区,公園
2632,北山公園,651-1142,北区甲栄台2,,,,34.741886,135.150064,北区,公園
2633,中里南公園,651-1103,北区中里町2-24,,,,34.713065,135.153964,北区,公園
2634,日の峰北公園,651-1233,北区日の峰4,,,,34.762083,135.144911,北区,公園
2635,幸陽台北公園,651-1203,北区幸陽町2-2,,,,34.767865,135.190249,北区,公園
2636,北鈴蘭台東公園,651-1145,北区惣山町5-12,,,,34.73675,135.156831,北区,公園
2637,唐櫃台南公園,651-1332,北区唐櫃台3-29,,,,34.787656,135.215971,北区,公園
2638,上畑公園,651-1121,北区星和台7,,,,34.724781,135.122255,北区,公園
2639,白坂公園,651-1321,北区有野台4-8,,,,34.817115,135.227891,北区,公園
2640,唐谷公園,651-1132,北区南五葉4-3,,,,34.719375,135.136567,北区,公園
2641,北鈴蘭台南公園,651-1145,北区惣山町4-20,,,,34.733512,135.155901,北区,公園
2642,峠谷公園,651-1141,北区泉台3,,,,34.739175,135.139765,北区,公園
2643,東有野台南公園,651-1322,北区東有野台1-26,,,,34.808113,135.233207,北区,公園
2644,崎が谷南公園,651-1131,北区北五葉2,,,,34.727567,135.132222,北区,公園
2645,渡り谷公園,651-1202,北区花山中尾台3,,,,34.768784,135.197437,北区,公園
2646,東有野台北公園,651-1322,北区東有野台2-7,,,,34.810302,135.233594,北区,公園
2647,ひよどり台南公園,651-1123,北区ひよどり台1-7,,,,34.695482,135.122856,北区,公園
2648,小谷公園,651-1334,北区唐櫃六甲台,,,,34.782761,135.20837,北区,公園
2649,東ヶ辻公園,651-1321,北区有野台7-20,,,,34.808628,135.228937,北区,公園
2650,須磨浦公園,654-0068,須磨区西須磨,,,,34.642194,135.097976,須磨区,公園
2651,(須磨)離宮公園,654-0018,須磨区東須磨1,,,,34.653465,135.116333,須磨区,公園
2652,神戸総合運動公園,651-2102,須磨区緑台,,,,34.681755,135.075922,西区,公園
2653,須磨寺公園,654-0068,須磨区西須磨1,,,,34.649917,135.108147,須磨区,公園
2654,名谷団地周辺緑地,654-0162,須磨区神の谷6,,,,34.675067,135.083401,須磨区,公園
2655,奥須磨公園,654-0133,須磨区多井畑小松ケ内,,,,34.662502,135.098941,須磨区,公園
2656,海浜公園,654-0055,須磨区須磨浦通1,,,,34.64352,135.127018,須磨区,公園
2657,落合中央公園,654-0154,須磨区中落合3,,,,34.683381,135.095055,須磨区,公園
2658,土池公園,654-0143,須磨区菅の台6,,,,34.666517,135.082462,須磨区,公園
2659,市の子公園,654-0161,須磨区弥栄台2,,,,34.684199,135.076797,須磨区,公園
2660,シティヒル東緑地,658-0032,東灘区向洋町中1,,,,34.692492,135.275023,東灘区,公園
2661,シティヒル西緑地,658-0032,東灘区向洋町中6,,,,34.690013,135.262953,東灘区,公園
2662,六甲アイランド公園東,658-0032,東灘区向洋町中1,,,,34.693515,135.270946,東灘区,公園
2663,六甲アイランド公園西,658-0032,東灘区向洋町中5,,,,34.692862,135.266504,東灘区,公園
2664,瀬戸公園,658-0025,東灘区魚崎南町1-2-1,,,,34.712308,135.280017,東灘区,公園
2665,石屋川公園,658-0047,東灘区御影町西平野,,,,34.716268,135.248651,東灘区,公園
2666,住吉公園,658-0053,東灘区住吉宮町3-3,,,,34.715927,135.262223,東灘区,公園
2667,向洋西公園,658-0032,東灘区向洋町中町6,,,,34.687693,135.266134,東灘区,公園
2668,向洋東公園,658-0032,東灘区向洋町中2,,,,34.688442,135.27263,東灘区,公園
2669,住吉台公園,658-0062,東灘区住吉台,,,,34.733413,135.258447,東灘区,公園
2670,本庄中央公園,658-0027,東灘区青木4-3,,,,34.719595,135.285934,東灘区,公園
2671,住吉川公園,658-0026,東灘区魚崎西町1,,,,34.709815,135.268704,東灘区,公園
2672,小寄公園,658-0015,東灘区本山南町4,,,,34.721624,135.280409,東灘区,公園
2673,川井公園,658-0082,東灘区魚崎北町2-7,,,,34.717505,135.273918,東灘区,公園
2674,御影公園,658-0054,東灘区御影中町5,,,,34.71501,135.254228,東灘区,公園
2675,魚崎浜公園,658-0024,東灘区魚崎浜町,,,,34.706177,135.281348,東灘区,公園
2676,深田池公園,658-0065,東灘区御影山手1-5,,,,34.725724,135.253458,東灘区,公園
2677,福井池公園,658-0015,東灘区本山南町5,,,,34.720879,135.276804,東灘区,公園
2678,御旅公園(東灘),658-0041,東灘区住吉南町1-2,,,,34.70847,135.262792,東灘区,公園
2679,宝島池公園,658-0013,東灘区深江北町1-7,,,,34.726798,135.299774,東灘区,公園
2680,中野北公園,658-0016,東灘区本山中町2-12,,,,34.72788,135.283965,東灘区,公園
2681,野寄公園,658-0073,東灘区西岡本3,,,,34.725504,135.264702,東灘区,公園
2682,中野南公園,658-0015,東灘区本山南町7-2,,,,34.724005,135.28573,東灘区,公園
2683,住吉浜公園,658-0042,東灘区住吉浜町,,,,34.706173,135.261987,東灘区,公園
2684,森公園,658-0011,東灘区森南町2-10,,,,34.729802,135.290902,東灘区,公園
2685,渦森展望台公園,658-0066,東灘区渦森台4,,,,34.742106,135.246484,東灘区,公園
2686,岡本公園,658-0072,東灘区岡本6-6,,,,34.732192,135.273237,東灘区,公園
2687,鴨子が原公園,658-0064,東灘区鴨子が原3,,,,34.732672,135.247031,東灘区,公園
2688,向洋町中3丁目公園,658-0032,東灘区向洋町中3,,,,34.686802,135.274052,東灘区,公園
2689,浜公園,658-0025,東灘区魚崎南町2-10,,,,34.711658,135.276289,東灘区,公園
2690,栄公園,658-0021,東灘区深江本町2-6,,,,34.723801,135.295898,東灘区,公園
2691,中之町公園,658-0081,東灘区田中町2-7,,,,34.724278,135.275425,東灘区,公園
2692,内浜公園,658-0027,東灘区青木3-4,,,,34.714758,135.282222,東灘区,公園
2693,求女塚東公園,658-0053,東灘区住吉宮町1,,,,34.712898,135.264063,東灘区,公園
2694,王子公園,657-0838,灘区王子町2,,,,34.711398,135.216588,灘区,公園
